,website,order_date,currency,unit_price,unit_price_tax,shipping_charge,total_discounts,total_owed,shipment_item_subtotal,shipment_item_subtotal_tax,product_condition,quantity,order_status,shipment_status,ship_date,shipping_option,product_name,shipping_city,shipping_state,year,month,month_name
14,Amazon.com,2025-11-05 16:00:09+00:00,USD,9.04,0.85,0,0,9.89,82.13,4.6,New,1,Closed,Shipped,2025-11-06 12:32:03.583000+00:00,rush,"L'Oreal Paris Voluminous Lash Boosting Conditioning Primer Mascara, White Primer, 0.24 Fl Oz., 1 Count",San Jose,CA,2025,11,Nov
15,Amazon.com,2025-11-05 16:00:09+00:00,USD,19.68,0,0,0,19.68,82.13,4.6,New,1,Closed,Shipped,2025-11-06 12:32:03.583000+00:00,rush,"Earth's Best Organic Yogurt Smoothie Pouches, 24+ Months, Fruit and Yogurt Smoothie for Kids, Mixed Berry, 4.2 Ounce Resealable Pouch (Pack of 12)",San Jose,CA,2025,11,Nov
16,Amazon.com,2025-11-05 16:00:09+00:00,USD,8.98,0.84,0,0,9.82,82.13,4.6,New,1,Closed,Shipped,2025-11-06 12:32:03.583000+00:00,rush,"Maybelline Hyper Easy Liquid Pen No-Skip Eyeliner, Satin Finish, Waterproof Formula, Pitch Black, 0.018 Fl Oz",San Jose,CA,2025,11,Nov
17,Amazon.com,2025-11-04 18:06:12+00:00,USD,6.14,0,0,0,6.14,6.14,0,New,1,Closed,Shipped,2025-11-05 01:49:52.710000+00:00,next-1dc,"Carefree Panty Liners for Women, Regular, Unwrapped, Unscented, 120ct | Pantiliners, Carefree Liners, Daily Liners for Women, Light Periods and Leaks, 8-Hour Odor Control | 120ct (Packaging May Vary)",San Jose,CA,2025,11,Nov
18,Amazon.com,2025-11-04 18:06:12+00:00,USD,11.99,1.12,0,0,13.11,11.99,1.12,New,1,Closed,Shipped,2025-11-05 00:42:18.861000+00:00,expd-consolidated-us,"Luvable Friends baby boys Cotton Pants, Camo, 4T US",San Jose,CA,2025,11,Nov
19,Amazon.com,2025-11-03 03:09:52+00:00,USD,35.99,3.37,0,0,39.36,35.99,3.37,New,1,Closed,Shipped,2025-11-03 12:31:04.389000+00:00,next-1dc,"Simple Flavor Women's Floral Vintage Dress Elegant Midi Evening Dress 3/4 Sleeves(XH3338BL,S)",San Jose,CA,2025,11,Nov
20,Amazon.com,2025-11-02 20:43:01+00:00,USD,9.99,0.94,0,0,21.86,26.97,2.54,New,2,Closed,Shipped,2025-11-03 12:31:00.321000+00:00,expd-consolidated-us,"CANREVEL 12 PCS Party Hats for Kids and Adults, Cone Hat in 12 Designs for Girls Boys Women Men",San Jose,CA,2025,11,Nov
21,Amazon.com,2025-11-02 20:43:01+00:00,USD,6.99,0.66,0,0,7.65,26.97,2.54,New,1,Closed,Shipped,2025-11-03 12:31:00.321000+00:00,expd-consolidated-us,"25pcs Party Blowers,Colourful Noisemakers Party Blowouts Squawkers Fringed Noise Maker,Birthday Noisemakers Birthday Blow Horns Party Whistles",San Jose,CA,2025,11,Nov
22,Amazon.com,2025-10-29 01:01:33+00:00,USD,21.14,1.98,0,0,23.12,21.14,1.98,New,1,Closed,Shipped,2025-10-29 19:53:21.791000+00:00,next-1dc,Carter's Unisex Child Perrie Casual Gold 6 Toddler,San Jose,CA,2025,10,Oct
23,Amazon.com,2025-10-28 00:36:08+00:00,USD,19.08,0,0,0,19.08,19.08,0,New,1,Closed,Shipped,2025-10-29 03:21:57.705000+00:00,next-1dc,"Annie's Yummy Bunnies and Cheddar, Made with Real Cheese and Organic Pasta, 6 oz (Pack of 12)",San Jose,CA,2025,10,Oct
24,Amazon.com,2025-10-27 02:25:20+00:00,USD,8.72,0.82,0,0,9.54,20.71,1.94,New,1,Closed,Shipped,2025-10-27 11:18:25.003000+00:00,next-1dc,"Scotch-Brite Non-Scratch Scrub Sponges, For Washing Dishes and Cleaning Kitchen, 9 Scrub Sponges",San Jose,CA,2025,10,Oct
25,Amazon.com,2025-10-27 02:25:20+00:00,USD,11.99,1.12,0,0,13.11,20.71,1.94,New,1,Closed,Shipped,2025-10-27 11:18:25.003000+00:00,next-1dc,"Barbie Teacher with Brunette Fashion Doll with Printed Dress, 1 Toddler Doll, & Teaching Accessories",San Jose,CA,2025,10,Oct
26,Amazon.com,2025-10-15 15:03:51+00:00,USD,8.99,0.84,0,0,9.83,21.04,1.97,New,1,Closed,Shipped,2025-10-15 20:10:02.488000+00:00,next-1dc,"OPSEAM Butterfly Wall Decor 24/48 PCS, 3D Butterflies Stickers for Party Decorations with Magnets(Colorful, 48)",San Jose,CA,2025,10,Oct
27,Amazon.com,2025-10-15 15:03:51+00:00,USD,10.73,1.01,0,0,11.74,10.73,1.01,New,1,Closed,Shipped,2025-10-15 20:10:07.084000+00:00,next-1dc,"Luvable Friends Unisex Baby Cotton Pants, Blue, 4 Toddler",San Jose,CA,2025,10,Oct
28,Amazon.com,2025-10-15 15:03:51+00:00,USD,10.91,1.02,0,0,11.93,10.91,1.02,New,1,Closed,Shipped,2025-10-16 18:11:37.509000+00:00,next-1dc,"Luvable Friends baby boys Cotton Pants, Camo, 5T US",San Jose,CA,2025,10,Oct
29,Amazon.com,2025-10-15 15:03:51+00:00,USD,5.95,0.56,0,0,6.51,21.04,1.97,New,1,Closed,Shipped,2025-10-15 20:10:02.488000+00:00,next-1dc,"Pink Number 2 Balloon 40 Inch, Big Large Foil Helium Number Balloons, Jumbo Giant Mylar Number 2 Balloons for 2 Second Birthday Party Decorations Supplies Anniversary Celebration",San Jose,CA,2025,10,Oct
30,Amazon.com,2025-10-15 15:03:51+00:00,USD,6.1,0.57,0,0,6.67,21.04,1.97,New,1,Closed,Shipped,2025-10-15 20:10:02.488000+00:00,next-1dc,"ATTITUDE Baby Dish Soap and Bottle Cleaner, EWG Verified Dishwashing Liquid, No Added Dyes or Fragrances, Tough on Milk Residue and Grease, Vegan, Unscented, 23.7 Fl Oz",San Jose,CA,2025,10,Oct
31,Amazon.com,2025-10-13 17:10:49+00:00,USD,29.97,0,0,,27.97,29.97,0,New,1,Closed,Shipped,2025-10-14 05:11:19.509000+00:00,next-1dc,"Goodnites Boys' Nighttime Bedwetting Underwear, Size S/M (43-68 lbs), 44 Ct (2 Packs of 22), Packaging May Vary",San Jose,CA,2025,10,Oct
32,Amazon.com,2025-10-11 21:04:18+00:00,USD,16.8,0,0,0,16.8,39.68,0,New,1,Closed,Shipped,2025-10-12 08:08:46.758000+00:00,rush,"Earth's Best Organic Baby Food Pouches, Wholesome Breakfast Puree for Babies 6 Months and Older, Organic Banana Blueberry and Oat Puree, 3.5 oz Resealable Pouch (Pack of 12)",San Jose,CA,2025,10,Oct
33,Amazon.com,2025-10-11 21:04:18+00:00,USD,22.88,0,0,0,22.88,39.68,0,New,1,Closed,Shipped,2025-10-12 08:08:46.758000+00:00,rush,"Happy Baby Organics Stage 2 Baby Food Pouches, Gluten Free, Vegan & Healthy Snack, Clearly Crafted Fruit & Veggie Puree, Bananas, Raspberries & Oats, 4 Ounces (Pack of 16)",San Jose,CA,2025,10,Oct
34,Amazon.com,2025-10-11 15:44:57+00:00,USD,19.68,0,0,0,19.68,33.12,0,New,1,Closed,Shipped,2025-10-12 08:08:41.648000+00:00,rush,"Earth's Best Organic Yogurt Smoothie Pouches, 24+ Months, Immune Support Fruit Yogurt Smoothie for Toddlers 24 Months and Up, Banana Orange Pineapple, 4 Ounce Resealable Pouch (Pack of 12)",San Jose,CA,2025,10,Oct
35,Amazon.com,2025-10-11 15:44:57+00:00,USD,13.44,0,0,0,13.44,33.12,0,New,1,Closed,Shipped,2025-10-12 08:08:41.648000+00:00,rush,"Earth's Best Organic Yogurt Smoothie Pouches, 24+ Months, Fruit Yogurt Smoothie for Toddlers 24 Months and Up, Strawberry Banana, 4.2 Ounce Resealable Pouch (Pack of 12)",San Jose,CA,2025,10,Oct
36,Amazon.com,2025-10-09 01:39:16+00:00,USD,10.74,1.01,0,0,11.75,10.74,1.01,New,1,Closed,Shipped,2025-10-10 02:43:41.431000+00:00,next-1dc,"2 PAIRS Household Gloves Latex Free Cleaning Gloves with Soft Lining Long Cuff 15"" & Grip, Medum, Pink/Blue",San Jose,CA,2025,10,Oct
37,Amazon.com,2025-10-07 22:41:08+00:00,USD,37.1,3.48,0,0,40.58,37.1,3.48,New,1,Closed,Shipped,2025-10-08 20:02:33.293000+00:00,next-1dc,"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics",San Jose,CA,2025,10,Oct
38,Amazon.com,2025-09-29 02:59:11+00:00,USD,69.5,6.52,0,0,76.02,69.5,6.52,New,1,Closed,Shipped,2025-09-29 08:07:11.790000+00:00,next-1dc,"Tommy Hilfiger Mens Underwear Cotton Classics Megapack - Amazon Exclusive Boxer Briefs, 3 Navy, 2 Grey Heather,1 Red, 1 White, Large US",San Jose,CA,2025,9,Sep
39,Amazon.com,2025-09-28 22:56:44+00:00,USD,23.99,2.25,0,0,26.24,54.47,5.11,New,1,Closed,Shipped,2025-09-29 03:19:02.322000+00:00,rush,"LEGO DUPLO Classic Brick Box Building Set - Features Storage Organizer, Toy Car, Number Bricks, Build, Learn, and Play, Great Gift Playset for Toddlers, Boys, and Girls Ages 18+ Months, 10913",San Jose,CA,2025,9,Sep
40,Amazon.com,2025-09-28 22:56:44+00:00,USD,7.99,0.75,0,0,8.74,54.47,5.11,New,1,Closed,Shipped,2025-09-29 03:19:02.322000+00:00,rush,"Play Doh Modeling Compound 10-Pack Case of Assorted Colors, Non-Toxic 2 oz. Cans, Back to School Gifts, Prizes, & Party Favors, Preschool Toys for Kids, Ages 2+ (Amazon Exclusive)",San Jose,CA,2025,9,Sep
41,Amazon.com,2025-09-28 22:56:44+00:00,USD,22.49,2.11,0,0,24.6,54.47,5.11,New,1,Closed,Shipped,2025-09-29 03:19:02.322000+00:00,rush,"Simple Joys by Carter's Kids Bailey Athletic Sneaker Running Shoe, Navy, 9 US Unisex Toddler",San Jose,CA,2025,9,Sep
43,Amazon.com,2025-09-22 23:20:59+00:00,USD,16.68,0,0,0,16.68,19.49,0.26,New,1,Closed,Shipped,2025-09-23 07:47:57.401000+00:00,next-1dc,"Annie's Yummy Bunnies and Cheddar, Mac and Cheese Made with Organic Pasta, 6 oz (Pack of 12)",San Jose,CA,2025,9,Sep
44,Amazon.com,2025-09-22 23:20:59+00:00,USD,2.81,0.26,0,0,3.07,19.49,0.26,New,1,Closed,Shipped,2025-09-23 07:47:57.401000+00:00,next-1dc,"Amazon Basics Cotton Swabs for Personal Hygiene and Baby Care, 500 Count, 1 Pack",San Jose,CA,2025,9,Sep
45,Amazon.com,2025-09-21 23:27:36+00:00,USD,27.18,2.55,0,0,29.73,27.18,2.55,New,1,Closed,Shipped,2025-09-24 05:12:51.282000+00:00,second-nominated-day,Takara Tomy Plarail - Thomas & Friends: TS-10 Plarail Spencer (Model Train),San Jose,CA,2025,9,Sep
46,Amazon.com,2025-09-08 01:52:33+00:00,USD,17.99,1.69,0,0,19.68,17.99,1.69,New,1,Closed,Shipped,2025-09-08 11:15:36.182000+00:00,next-1dc,Mustela Liniment - No-Rinse Baby Cleanser for Diaper Change - with Extra Virgin Olive Oil - Fragrance-Free - 13.52 fl. Oz,San Jose,CA,2025,9,Sep
47,Amazon.com,2025-09-07 21:24:40+00:00,USD,15.92,0,0,0,15.92,15.92,0,New,1,Closed,Shipped,2025-09-08 05:23:01.893000+00:00,next-1dc,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",San Jose,CA,2025,9,Sep
48,Amazon.com,2025-09-07 21:21:46+00:00,USD,24.99,2.34,0,0,27.33,24.99,2.34,New,1,Closed,Shipped,2025-09-08 18:10:06.155000+00:00,Std US D2D Dom,"HABA Glove Puppet Eat it Up Dragon - Hand Puppet That Eats Small Objects, Perfect Toddler Toys for Ages 2-4, Sensory Hand Puppets, Preschool Toys",San Jose,CA,2025,9,Sep
49,Amazon.com,2025-09-07 21:21:46+00:00,USD,15.29,1.43,0,0,16.72,20.26,1.9,New,1,Closed,Shipped,2025-09-09 09:57:41.872000+00:00,second-nominated-day,"Anagram 86180 FOIL Licensed Balloon Bouquet, Blue",San Jose,CA,2025,9,Sep
50,Amazon.com,2025-09-07 21:21:46+00:00,USD,4.97,0.47,0,0,5.44,20.26,1.9,New,1,Closed,Shipped,2025-09-09 09:57:41.872000+00:00,second-nominated-day,"Blue Number 4 Balloon 40 Inch, Big Large Foil Helium Number Balloons, Jumbo Giant Mylar Number 4 Balloons for 4 Year Old Birthday Party Decorations Supplies Anniversary Celebration",San Jose,CA,2025,9,Sep
51,Amazon.com,2025-09-06 02:52:10+00:00,USD,14.99,1.41,0,0,16.4,35.37,3.32,New,1,Closed,Shipped,2025-09-06 04:52:15.539000+00:00,rush,"Small Trash Bags, Magesh 4 Gallon Trash Bag/Small Garbage Bags, Strong Wastebasket Liners for Bathroom Bedroom Office Trash Can, Clear 200 Counts",San Jose,CA,2025,9,Sep
52,Amazon.com,2025-09-06 02:52:10+00:00,USD,20.38,1.91,0,0,22.29,35.37,3.32,New,1,Closed,Shipped,2025-09-06 04:52:15.539000+00:00,rush,"Amazon Basics Trash Bags, Tall Kitchen Drawstring, Unscented, 13 Gallon, 200 Count, Pack of 1",San Jose,CA,2025,9,Sep
53,Amazon.com,2025-09-06 02:52:10+00:00,USD,22,2.06,8.48,0,32.54,22,2.06,New,1,Closed,Shipped,2025-09-06 18:45:54.536000+00:00,Std US D2D Dom,Schwarzkopf Fibre Clinix Vibrancy Shampoo - 10oz,San Jose,CA,2025,9,Sep
54,Amazon.com,2025-09-04 23:25:17+00:00,USD,14.99,1.41,0,0,16.4,14.99,1.41,New,1,Closed,Shipped,2025-09-05 08:59:19.785000+00:00,next-1dc,"RACETOP Disposable Compostable Paper Plates 9 Inch [125 Pack], White Bagasse, Heavy-Duty Biodegradable Paper Plates, Eco-Friendly, Made of Natural Sugarcane Fibers",San Jose,CA,2025,9,Sep
55,Amazon.com,2025-09-04 23:24:31+00:00,USD,14.99,1.41,0,0,16.4,14.99,1.41,New,1,Closed,Shipped,2025-09-05 08:59:15.110000+00:00,next-1dc,"RACETOP Disposable Compostable Paper Plates 9 Inch [125 Pack], White Bagasse, Heavy-Duty Biodegradable Paper Plates, Eco-Friendly, Made of Natural Sugarcane Fibers",San Jose,CA,2025,9,Sep
56,Amazon.com,2025-09-03 00:17:29+00:00,USD,13.49,1.26,0,0,14.75,13.49,1.26,New,1,Closed,Shipped,2025-09-03 14:53:22.026000+00:00,next-1dc,"RACETOP Compostable Paper Plates 7 Inch [125 Pack], Disposable Biodegradable Heavy Duty Paper Plates, Made of Natural Sugarcane Fibers, Unbleached Brown, Round",San Jose,CA,2025,9,Sep
58,Amazon.com,2025-09-02 22:57:42+00:00,USD,6.99,0.66,0,0,7.65,6.99,0.66,New,1,Closed,Shipped,2025-09-03 18:00:45.269000+00:00,next-1dc,45th Birthday Card for Women Men - Back In 1980 Newspaper - 45th Happy BIRTHDAY card - 45th birthday gift for Her Him - JUMBO A4 size - 45th birthday decorations - Best gifts for 45 year old man woman,San Jose,CA,2025,9,Sep
59,Amazon.com,2025-09-02 17:20:54+00:00,USD,20.12,1.89,0,0,22.01,20.12,1.89,New,1,Closed,Shipped,2025-09-03 07:09:55.767000+00:00,next-1dc,"Amazon Basics Oval Premium Pads, 300 Count (6 Packs of 50) (Previously Solimo)",San Jose,CA,2025,9,Sep
60,Amazon.com,2025-09-02 16:55:47+00:00,USD,9.99,0.94,0,0,10.93,29.67,0.94,New,1,Closed,Shipped,2025-09-02 21:46:51.122000+00:00,rush,"RETTACY Lined Journal Notebook, 192 Numbered Pages, A5 Medium Size (5.7'' x 8.3''), for Men & Women, Journaling, Writing, Work & Office, Leather Hardcover, 100 GSM Thick Paper (Purple)",San Jose,CA,2025,9,Sep
61,Amazon.com,2025-09-02 16:55:47+00:00,USD,19.68,0,0,0,19.68,29.67,0.94,New,1,Closed,Shipped,2025-09-02 21:46:51.122000+00:00,rush,"Earth's Best Organic Yogurt Smoothie Pouches, 24+ Months, Fruit Yogurt Smoothie for Toddlers 24 Months and Up, Strawberry Banana, 4.2 Ounce Resealable Pouch (Pack of 12)",San Jose,CA,2025,9,Sep
62,Amazon.com,2025-08-29 22:11:35+00:00,USD,29.97,0,0,0,29.97,29.97,0,New,1,Closed,Shipped,2025-08-30 08:21:52.686000+00:00,next-1dc,"Goodnites Boys' Nighttime Bedwetting Underwear, Size S/M (43-68 lbs), 44 Ct (2 Packs of 22), Packaging May Vary",San Jose,CA,2025,8,Aug
63,Amazon.com,2025-08-29 22:11:35+00:00,USD,7.46,0.7,0,0,8.16,26.74,2.5,New,1,Closed,Shipped,2025-08-30 03:33:19.398000+00:00,next-1dc,"Amazon Basics Reclosable Freezer Quart Bags, BPA Free, 120 Count (Previously Solimo)",San Jose,CA,2025,8,Aug
64,Amazon.com,2025-08-29 22:11:35+00:00,USD,11.99,1.12,0,0,13.11,26.74,2.5,New,1,Closed,Shipped,2025-08-30 03:33:19.398000+00:00,next-1dc,"Luvable Friends baby boys Cotton Pants, Camo, 4T US",San Jose,CA,2025,8,Aug
65,Amazon.com,2025-08-29 22:11:35+00:00,USD,7.29,0.68,0,0,7.97,26.74,2.5,New,1,Closed,Shipped,2025-08-30 03:33:19.398000+00:00,next-1dc,"Ubbi Disposable Diaper Sacks, Lavender Scented, Easy-To-Tie Tabs, Diaper Disposal or Pet Waste Bags, 200 Count",San Jose,CA,2025,8,Aug
66,Amazon.com,2025-08-26 01:30:34+00:00,USD,7.99,0.75,0,0,8.74,7.99,0.75,New,1,Closed,Shipped,2025-08-26 09:31:30.664000+00:00,next-1dc,"Play Doh Modeling Compound 10-Pack Case of Assorted Colors, Non-Toxic 2 oz. Cans, Back to School Gifts, Prizes, & Party Favors, Preschool Toys for Kids, Ages 2+ (Amazon Exclusive)",San Jose,CA,2025,8,Aug
67,Amazon.com,2025-08-20 03:09:33+00:00,USD,13.99,1.31,0,0,15.3,13.99,1.31,New,1,Closed,Shipped,2025-08-20 08:56:02.692000+00:00,next-1dc,"100 Pack Disposable Face Masks, Medical Grade 3 Ply Protection Face Mask for Adults - Comfortable,Soft, Breathable",San Jose,CA,2025,8,Aug
68,Amazon.com,2025-08-17 19:04:10+00:00,USD,23.29,2.18,0,0,25.47,27.88,2.61,New,1,Closed,Shipped,2025-08-17 19:59:37.091000+00:00,rush,"Sensodyne Pronamel Intensive Enamel Repair Toothpaste for Sensitive Teeth and Cavity Protection, Whitening Toothpaste to Strengthen Enamel, Arctic Breeze - 3.4 Ounces x 4",San Jose,CA,2025,8,Aug
69,Amazon.com,2025-08-17 19:04:10+00:00,USD,4.59,0.43,0,0,5.02,27.88,2.61,New,1,Closed,Shipped,2025-08-17 19:59:37.091000+00:00,rush,"Prime-Line U 9271 Wall Protector, 5 In., Smooth Surface, Rigid Vinyl, White (Single Pack)",San Jose,CA,2025,8,Aug
70,Amazon.com,2025-08-17 19:04:10+00:00,USD,19.68,0,0,0,19.68,35.6,0,New,1,Closed,Shipped,2025-08-18 07:51:34.028000+00:00,next-1dc,"Earth's Best Organic Yogurt Smoothie Pouches, 24+ Months, Fruit Yogurt Smoothie for Toddlers 24 Months and Up, Mixed Berry, 4.2 Ounce Resealable Pouch (Pack of 12)",San Jose,CA,2025,8,Aug
71,Amazon.com,2025-08-17 19:04:10+00:00,USD,15.92,0,0,0,15.92,35.6,0,New,1,Closed,Shipped,2025-08-18 07:51:34.028000+00:00,next-1dc,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",San Jose,CA,2025,8,Aug
72,Amazon.com,2025-08-11 02:36:32+00:00,USD,21.25,1.99,0,0,23.24,21.25,1.99,New,1,Closed,Shipped,2025-08-11 11:25:24.366000+00:00,next-1dc,"Nature Made Prenatal with Folic Acid + DHA, Prenatal Vitamin and Mineral Supplement for Daily Nutritional Support, 110 Softgels, 110 Day Supply",San Jose,CA,2025,8,Aug
73,Amazon.com,2025-08-11 02:36:32+00:00,USD,15.48,1.45,0,0,16.93,15.48,1.45,New,1,Closed,Shipped,2025-08-11 10:30:02.788000+00:00,next-1dc,Bath & Body Works Fine Fragrance Mist Hello Beautiful,San Jose,CA,2025,8,Aug
74,Amazon.com,2025-08-03 16:52:36+00:00,USD,12.95,1.21,0,0,14.16,12.95,1.21,New,1,Closed,Shipped,2025-08-04 08:55:53.657000+00:00,next-1dc,"L'Oreal Paris Revitalift Anti-Wrinkle and Firming Face and Neck Moisturizer, Pro Retinol 1.7 oz",San Jose,CA,2025,8,Aug
75,Amazon.com,2025-08-01 00:25:59+00:00,USD,18.99,1.78,0,0,20.77,18.99,1.78,New,1,Closed,Shipped,2025-08-01 09:18:28.973000+00:00,next-1dc,"RACETOP Disposable Compostable Paper Plates 9 Inch [125 Pack], White Bagasse, Heavy-Duty Biodegradable Paper Plates, Eco-Friendly, Made of Natural Sugarcane Fibers",San Jose,CA,2025,8,Aug
76,Amazon.com,2025-07-29 23:13:03+00:00,USD,39.99,3.75,0,0,43.74,107.37,10.07,New,1,Closed,Shipped,2025-07-30 06:31:21.659000+00:00,next-1dc,"La Roche-Posay Anthelios Mineral Ultra-Light Face Sunscreen SPF 50, Zinc Oxide Sunscreen for Face, 100% Mineral Sunblock, Oil Free for Sensitive Skin, Daily Sun Protection",San Jose,CA,2025,7,Jul
77,Amazon.com,2025-07-29 23:13:03+00:00,USD,11.95,1.12,0,0,26.14,107.37,10.07,New,2,Closed,Shipped,2025-07-30 06:31:21.659000+00:00,next-1dc,"MY Konjac Sponge | 100% All Natural Pure Baby Bath Sponge. Extra Soft & Gentle. Hypoallergenic and Completely Free of Fragrance, Coloring, Additives, Sulfates, Parabens, Phthalates & Petroleum",San Jose,CA,2025,7,Jul
78,Amazon.com,2025-07-29 23:13:03+00:00,USD,33.9,3.18,0,0,37.08,33.9,3.18,New,1,Closed,Shipped,2025-08-01 04:44:49.820000+00:00,second-nominated-day,"La Roche-Posay Hydraphase HA Light Face Moisturizer, Hyaluronic Acid Face Moisturizer with 72HR Hydration, Oil Free & Non-Comedogenic, 50 ML, 1.69 fl. oz.",San Jose,CA,2025,7,Jul
79,Amazon.com,2025-07-29 23:13:03+00:00,USD,16.48,1.55,0,0,18.03,107.37,10.07,New,1,Closed,Shipped,2025-07-30 06:31:21.659000+00:00,next-1dc,"Tom's of Maine Bar Soap Variety Pack, Natural Bar Soap for Women and Men, Lavender & Shea, Fresh Eucalyptus, Creamy Coconut, Orange Blossom, 5 oz Bars (4-Pack)",San Jose,CA,2025,7,Jul
80,Amazon.com,2025-07-29 23:13:03+00:00,USD,27,2.53,0,0,29.53,107.37,10.07,New,1,Closed,Shipped,2025-07-30 06:31:21.659000+00:00,next-1dc,"Mustela Baby Gentle Cleansing Gel - Baby Hair & Body Wash - with Natural Avocado fortified with Vitamin B5 - Biodegradable Formula & Tear-Free â€"" 25.35 fl. oz. (Pack of 1)",San Jose,CA,2025,7,Jul
